date,instrument,weight
2024-08-30,6J_FRONT_CALENDAR,0.01977343
2024-08-30,CL_FRONT_VOLUME,-0.13880240
2024-08-30,ES_FRONT_CALENDAR_2D,-0.03707210
2024-08-30,GC_FRONT_VOLUME,0.08041038
2024-08-30,NQ_FRONT_CALENDAR_2D,-0.12993908
2024-08-30,RTY_FRONT_CALENDAR_2D,0.03412214
2024-08-30,SR3_FRONT_CALENDAR,-0.32742967
2024-08-30,UB_FRONT_VOLUME,0.12241869
2024-08-30,ZF_FRONT_VOLUME,0.32280193
2024-08-30,ZN_FRONT_VOLUME,0.32071121
2024-08-30,ZT_FRONT_VOLUME,0.30626108
2024-09-06,6B_FRONT_CALENDAR,-0.01873411
2024-09-06,6E_FRONT_CALENDAR,0.07048047
2024-09-06,6J_FRONT_CALENDAR,0.06853591
2024-09-06,CL_FRONT_VOLUME,-0.12117621
2024-09-06,ES_FRONT_CALENDAR_2D,-0.07774694
2024-09-06,GC_FRONT_VOLUME,0.05829113
2024-09-06,NQ_FRONT_CALENDAR_2D,-0.13151643
2024-09-06,RTY_FRONT_CALENDAR_2D,0.02084086
2024-09-06,SR3_FRONT_CALENDAR,-0.27915976
2024-09-06,UB_FRONT_VOLUME,0.11712022
2024-09-06,ZF_FRONT_VOLUME,0.29672735
2024-09-06,ZN_FRONT_VOLUME,0.29441553
2024-09-06,ZT_FRONT_VOLUME,0.26633246
2024-09-13,6B_FRONT_CALENDAR,0.02265814
2024-09-13,6E_FRONT_CALENDAR,0.07723514
2024-09-13,6J_FRONT_CALENDAR,0.10293216
2024-09-13,CL_FRONT_VOLUME,-0.11268357
2024-09-13,ES_FRONT_CALENDAR_2D,-0.08465103
2024-09-13,GC_FRONT_VOLUME,0.04864037
2024-09-13,NQ_FRONT_CALENDAR_2D,-0.12617329
2024-09-13,RTY_FRONT_CALENDAR_2D,0.00585933
2024-09-13,SR3_FRONT_CALENDAR,-0.28254285
2024-09-13,UB_FRONT_VOLUME,0.11468486
